run_name,dataset,model,kc,seed,checkpoint_kind,elapsed_seconds,valid_asr,wrong_asr,single_leak,invalid_leak,csg,leakage_metric_version,single_hit,single_total,invalid_hit,invalid_total,single_leak_legacy,invalid_leak_legacy,single_legacy_total,invalid_legacy_total,valid_asr_c1,valid_asr_c2,valid_asr_c3,valid_asr_c4,clean_acc,valid_asr_c5,valid_asr_c6,valid_asr_c7,valid_asr_c8
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed1,gtsrb,resnet18,4,1,last,8.080896854400635,1.0,0.0,0.00011876484560570071,0.00015175508049617312,0.9998482449195039,2,12,101040,23,151560,0.0003169014084507042,0.0002738654147104851,85200,127800,1.0,1.0,1.0,1.0,0.9854315122723674,,,,
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed2,gtsrb,resnet18,4,2,last,7.960646867752075,1.0,0.0,0.0004453681710213777,0.0006466086038532594,0.9993533913961468,2,45,101040,98,151560,0.0013615023474178403,0.0013928012519561815,85200,127800,1.0,1.0,1.0,1.0,0.9876484560570071,,,,
gtsrb_resnet18_full_dyn_pr0.05_kc8_seed0,gtsrb,resnet18,8,0,last,24.181610584259033,1.0,0.0,0.0007521773555027711,0.0008808392715756136,0.9991191607284244,2,152,202080,623,707280,0.0008062214611872146,0.0007216242661448141,140160,490560,1.0,1.0,1.0,1.0,0.9885193982581156,1.0,1.0,1.0,1.0
gtsrb_resnet18_full_dyn_pr0.05_kc8_seed1,gtsrb,resnet18,8,1,last,24.170669317245483,1.0,0.0,0.0013954869358669833,0.0018790295215473363,0.9981209704784527,2,282,202080,1329,707280,0.001569634703196347,0.0016470971950424006,140160,490560,1.0,1.0,1.0,1.0,0.9817893903404592,1.0,1.0,1.0,1.0
gtsrb_resnet18_full_dyn_pr0.05_kc8_seed2,gtsrb,resnet18,8,2,last,23.92550778388977,1.0,0.0,0.00048495645288994455,0.0006645175885080873,0.999335482411492,2,98,202080,470,707280,0.0004994292237442922,0.0005666992824527071,140160,490560,1.0,1.0,1.0,1.0,0.9874109263657957,1.0,1.0,1.0,1.0
gtsrb_resnet18_full_pr0.05_kc4_seed0,gtsrb,resnet18,4,0,last,36.038453102111816,1.0,0.0,0.0008610451306413302,0.0010160992346265505,0.9989839007653735,2,87,101040,154,151560,0.001960093896713615,0.0022456964006259783,85200,127800,1.0,1.0,1.0,1.0,0.9824228028503563,,,,
gtsrb_resnet18_full_pr0.05_kc4_seed1,gtsrb,resnet18,4,1,last,10.832956075668335,1.0,0.0,0.00015835312747426763,0.00015835312747426763,0.9998416468725257,2,16,101040,24,151560,0.0006455399061032864,0.0006259780907668231,85200,127800,1.0,1.0,1.0,1.0,0.9876484560570071,,,,
gtsrb_resnet18_full_pr0.05_kc4_seed2,gtsrb,resnet18,4,2,last,10.87093734741211,1.0,0.0,0.00023752969121140142,0.00031010820797044075,0.9996898917920296,2,24,101040,47,151560,0.0009741784037558685,0.0010485133020344288,85200,127800,1.0,1.0,1.0,1.0,0.9857482185273159,,,,
gtsrb_resnet18_full_pr0.05_kc8_seed0,gtsrb,resnet18,8,0,last,32.35485887527466,0.09959959404045539,0.2763621794871795,0.0017121931908155186,0.04184481393507522,-0.17676258544672413,2,346,202080,29596,707280,0.0016409817351598173,0.042090671885192436,140160,490560,0.09403341288782817,0.0998320738874895,0.1148989898989899,0.10188834154351396,0.9857482185273159,0.10300751879699248,0.08133333333333333,0.08012820512820513,0.12167487684729064
gtsrb_resnet18_full_pr0.05_kc8_seed1,gtsrb,resnet18,8,1,last,26.190979480743408,0.09026795540758256,0.27860576923076924,0.001296516231195566,0.0379580929759077,-0.18833781382318668,2,262,202080,26847,707280,0.0012271689497716895,0.03962410306588389,140160,490560,0.08854415274463007,0.082031905961377,0.07971380471380471,0.12101806239737274,0.9866191607284244,0.07142857142857142,0.08766666666666667,0.08533653846153846,0.10640394088669951
