dataset,model,kc,poison_rate,seed,comparison,clean_acc_improvement,valid_asr_improvement,wrong_asr_reduction,single_leak_reduction,invalid_leak_reduction,csg_improvement
gtsrb,resnet18,4,0.01,1,full_vs_naive_dual,0.0006334125098971244,-4.208754208756549e-05,0.0,0.43114608076009503,0.8681908155186064,0.86689839807417
gtsrb,resnet18,4,0.01,2,full_vs_naive_dual,-0.001425178147268391,8.422809115504748e-05,-0.0002463054187192118,0.47669239904988125,0.9558194774346793,0.9533337662278666
gtsrb,resnet18,4,0.01,0,full_vs_single,0.0003958828186857444,-6.313131313129272e-05,0.0,0.9553939034045923,0.9431776194246503,0.955330772091461
gtsrb,resnet18,4,0.01,1,full_vs_single,0.0011084718923198844,-4.208754208756549e-05,0.0,0.9573535233570863,0.9415742940089733,0.9573114358149988
gtsrb,resnet18,4,0.01,2,full_vs_single,0.0007917656373713777,-8.25671187436594e-05,-0.0002463054187192118,0.9547802850356295,0.9386381631037213,0.9546977179168858
gtsrb,resnet18,4,0.01,0,full_vs_wo_invalid,-0.001425178147268391,-6.313131313129272e-05,0.0,-0.0028503562945368173,0.5249802058590657,0.5229673516639075
gtsrb,resnet18,4,0.01,1,full_vs_wo_invalid,0.0003958828186857444,-4.208754208756549e-05,0.0,-0.0008016627078384795,0.3297835840591185,0.32849116661468203
gtsrb,resnet18,4,0.01,2,full_vs_wo_invalid,-0.0009501187648456311,-6.204166718370985e-05,-0.0002463054187192118,-0.003800475059382423,0.2643045658485088,0.2616725848833573
gtsrb,resnet18,4,0.05,0,full_vs_naive_dual,0.0027711797307996555,4.156922260367679e-05,0.0,0.48161124307205067,0.960266561097915,0.9602223557098034
gtsrb,resnet18,4,0.05,1,full_vs_naive_dual,0.0010292953285827577,0.0,0.0,0.4863915281076801,0.960405120084455,0.9603259435207179
gtsrb,resnet18,4,0.05,2,full_vs_naive_dual,0.0006334125098970134,2.1043771043727233e-05,0.0,0.4964667458432304,0.9438770124043283,0.943898056175372
gtsrb,resnet18,4,0.05,0,full_vs_single,0.004988123515439424,0.0,0.0,0.9599564528899446,0.9599498548429665,0.9599564528899446
gtsrb,resnet18,4,0.05,1,full_vs_single,0.0037212984956452866,0.0,0.0,0.9602731591448932,0.9359527579836369,0.9602731591448932
gtsrb,resnet18,4,0.05,2,full_vs_single,0.00728424386381632,0.0,0.0,0.9595209817893904,0.9407627342306677,0.9591349960411718
gtsrb,resnet18,4,0.05,0,full_vs_wo_invalid,0.00023752969121138,0.0,0.0,-3.958828186856691e-05,0.6470110847189232,0.646925310108208
gtsrb,resnet18,4,0.05,1,full_vs_wo_invalid,0.0027711797307996555,0.0,0.0,-7.917656373713383e-05,0.3327659012932172,0.33268672472948013
gtsrb,resnet18,4,0.05,2,full_vs_wo_invalid,-0.0032462391132225266,0.0,0.0,-0.0002969121140142518,0.30484956452889944,0.30484956452889944
gtsrb,resnet18,8,0.01,0,full_vs_naive_dual,0.00364212193190816,-0.02085650922878468,-0.009857978279030911,0.4751583531274743,0.9543547110055423,0.9283582983761342
